Shipment_ID,Weight_kg,Volume_m3,Pickup_Latitude,Pickup_Longitude,Delivery_Latitude,Delivery_Longitude,Delivery_Priority,Vehicle_Capacity_kg,Vehicle_Capacity_m3,Fuel_Cost_per_km,Vehicle_Type,Distance_km,Estimated_Travel_Time_h,Route_Type,Fuel_Cost_per_km,Fixed_Cost_per_Shipment,Variable_Cost_per_km,Delivery_Deadline,Special_Requirements,Urgency_Level,Packaging_Type,Border_Crossing_Fee,Weather_Impact,Region
ID_1292,1560,5.1,-29.648562,-80.756261,-29.069396,-163.06355,High,20000,150,0.15,Ship,124,1.64,Urban,0.15,111,0.35,2025-03-14 06:06:09,True,Medium,Perishable,0.0,Rain,Asia
ID_1293,84,15.75,18.111545,-10.661854,-88.738123,-8.133461,Medium,5000,50,1.0,Large Truck,753,9.19,Mountainous,1.0,232,0.42,2025-04-02 00:37:08,True,Low,Standard,81.81,Rain,South America
ID_1294,1827,37.56,-37.930418,88.523224,58.117368,26.026178,Low,2000,20,0.5,Medium Truck,833,13.17,Mountainous,0.5,197,0.42,2025-03-14 11:48:25,True,Medium,Fragile,0.0,Rain,North America
ID_1295,2889,37.97,-22.333153,-179.000629,-48.223952,-175.100604,Low,20000,150,0.15,Ship,26,0.54,Highway,0.15,68,0.79,2025-03-18 06:40:09,False,High,Fragile,61.35,Clear,Europe
ID_1296,222,19.73,-82.524608,-37.508493,-11.884911,-176.989075,High,2000,20,0.5,Medium Truck,672,8.62,Urban,0.5,237,0.62,2025-03-07 14:08:27,True,Low,Standard,0.0,Clear,Europe
ID_1297,2412,2.29,-68.712187,-120.63283,54.988936,-94.587265,High,2000,20,0.5,Medium Truck,278,4.61,Intercontinental,0.5,143,0.31,2025-03-28 02:28:47,True,Medium,Perishable,0.0,Wind,South America
ID_1298,957,42.89,13.406058,116.776737,84.451646,-165.002391,Low,10000,80,1.5,Plane,367,3.86,Mountainous,1.5,160,0.23,2025-03-18 14:37:56,False,Low,Perishable,0.0,Snow,Europe
ID_1299,2428,47.6,-82.107946,-77.101207,10.230633,37.790963,Low,5000,50,1.0,Large Truck,102,2.15,Intercontinental,1.0,286,0.46,2025-02-23 11:13:44,True,Low,Standard,0.0,Snow,Australia
ID_1300,1445,26.52,-38.989164,122.028354,-39.061776,-61.13833,Medium,2000,20,0.5,Medium Truck,162,3.42,Highway,0.5,271,0.33,2025-03-24 14:33:37,False,High,Perishable,0.0,Fog,Australia
ID_1301,971,48.48,-16.490016,111.909625,61.264162,-68.545108,Medium,500,5,0.2,Small Van,894,11.4,Mountainous,0.2,164,0.21,2025-03-31 11:06:54,False,Medium,Fragile,0.0,Rain,North America
ID_1302,1457,40.01,-78.680191,1.428436,-85.108835,-45.194822,High,500,5,0.2,Small Van,443,6.34,Urban,0.2,67,0.55,2025-02-27 05:38:19,False,Medium,Fragile,0.0,Fog,South America
ID_1303,263,18.73,-57.736307,-71.200037,-52.346012,32.663022,Medium,20000,150,0.15,Ship,280,3.34,Mountainous,0.15,195,0.41,2025-03-12 09:55:58,True,High,Standard,75.55,Fog,Africa
ID_1304,232,16.03,-7.157699,26.161025,42.361149,93.049657,Low,10000,80,1.5,Plane,877,10.55,Highway,1.5,186,0.52,2025-03-22 20:51:24,True,Medium,Perishable,0.0,Clear,Africa
ID_1305,972,9.82,-31.991555,38.618358,-42.508232,61.398952,Medium,20000,150,0.15,Ship,713,10.47,Highway,0.15,190,0.96,2025-04-01 03:41:28,True,High,Standard,0.0,Fog,Africa
ID_1306,373,27.15,-46.015082,-177.847498,25.630027,22.918302,High,500,5,0.2,Small Van,257,4.85,Mountainous,0.2,204,0.49,2025-04-04 22:55:52,True,Low,Standard,0.0,Fog,Australia
ID_1307,2805,6.75,11.794034,129.819953,-37.962752,-165.629475,Low,2000,20,0.5,Medium Truck,845,13.27,Rural,0.5,132,0.39,2025-04-02 16:51:16,False,Medium,Standard,72.22,Snow,South America
ID_1308,1809,23.72,-47.383724,155.898737,-61.298342,79.534818,Medium,2000,20,0.5,Medium Truck,32,0.43,Rural,0.5,61,0.31,2025-03-06 21:06:28,True,High,Perishable,0.0,Rain,South America
ID_1309,2124,14.02,-65.105981,166.149849,-0.964076,-154.583238,Low,10000,80,1.5,Plane,828,10.3,Urban,1.5,88,0.91,2025-03-10 18:21:28,False,High,Perishable,75.2,Rain,South America
ID_1310,245,45.75,-10.338197,-22.889697,34.150713,44.040864,High,10000,80,1.5,Plane,13,0.16,Urban,1.5,295,0.38,2025-03-13 18:31:58,False,High,Fragile,0.0,Rain,Asia
ID_1311,2571,36.26,-62.901389,-133.818845,-9.107943,-11.929634,High,500,5,0.2,Small Van,726,7.44,Intercontinental,0.2,156,0.91,2025-03-14 00:26:57,False,Medium,Standard,0.0,Fog,Asia
ID_1312,859,27.97,-80.575209,-43.757229,-83.780424,41.170563,High,10000,80,1.5,Plane,655,11.44,Rural,1.5,178,0.84,2025-03-30 00:20:42,True,Low,Perishable,0.0,Snow,North America
ID_1313,229,6.7,-0.709382,-173.339054,26.640677,-23.641619,Medium,10000,80,1.5,Plane,151,2.42,Mountainous,1.5,92,0.54,2025-02-22 19:04:10,False,High,Fragile,39.61,Fog,Australia
ID_1314,2092,33.15,-25.770568,124.901826,55.723071,-34.7256,Medium,20000,150,0.15,Ship,468,8.35,Intercontinental,0.15,236,0.26,2025-03-23 13:29:22,False,Low,Standard,0.0,Wind,South America
ID_1315,2414,34.98,12.731923,-5.614108,13.376774,15.006039,Medium,10000,80,1.5,Plane,945,11.47,Intercontinental,1.5,252,0.26,2025-03-15 10:01:52,True,Low,Standard,0.0,Snow,South America
ID_1316,68,43.35,17.49877,108.156851,-52.643314,116.47658,Medium,5000,50,1.0,Large Truck,614,11.08,Rural,1.0,105,0.3,2025-03-13 04:09:14,True,High,Fragile,0.0,Wind,Europe
ID_1317,2893,46.73,6.060141,54.329946,28.89592,147.682622,Medium,10000,80,1.5,Plane,243,4.41,Highway,1.5,123,0.65,2025-02-22 21:00:27,True,High,Standard,0.0,Rain,Africa
ID_1318,800,40.85,84.990431,73.151645,-35.246559,-0.825224,High,2000,20,0.5,Medium Truck,774,11.02,Mountainous,0.5,137,0.52,2025-03-18 13:06:58,True,Low,Standard,0.0,Rain,South America
ID_1319,1854,26.34,8.286519,-6.091608,-30.630999,16.795995,Medium,500,5,0.2,Small Van,724,16.23,Mountainous,0.2,149,0.62,2025-03-30 04:15:40,True,Low,Standard,0.0,Snow,South America
ID_1320,1263,23.43,86.317532,35.805021,85.043975,168.673638,Medium,500,5,0.2,Small Van,448,5.52,Intercontinental,0.2,242,0.74,2025-03-24 22:43:02,False,Low,Perishable,0.0,Wind,Asia
ID_1321,25,42.83,64.454411,-19.881351,-53.76049,109.434584,High,10000,80,1.5,Plane,437,9.71,Rural,1.5,65,0.66,2025-03-14 03:11:15,True,High,Fragile,0.0,Snow,South America
ID_1322,1851,34.25,-16.856634,-79.998101,-0.132797,153.644058,Medium,5000,50,1.0,Large Truck,919,13.2,Highway,1.0,133,0.8,2025-02-27 12:36:49,True,Medium,Perishable,0.0,Clear,Europe
ID_1323,224,19.38,-9.646051,7.567026,55.673096,111.008385,High,5000,50,1.0,Large Truck,434,6.89,Urban,1.0,224,0.25,2025-03-07 01:45:31,False,High,Fragile,0.0,Rain,North America
ID_1324,1249,13.07,48.571241,31.94223,-4.984302,-73.401804,High,2000,20,0.5,Medium Truck,446,10.87,Intercontinental,0.5,101,0.62,2025-04-01 07:48:33,True,Medium,Perishable,78.42,Fog,Europe
ID_1325,1014,20.47,-81.795264,43.99594,55.780255,-83.598782,High,10000,80,1.5,Plane,56,0.64,Rural,1.5,214,0.53,2025-03-10 19:58:18,True,Low,Standard,0.0,Wind,North America
ID_1326,134,49.16,49.834635,-79.928274,-77.550637,-83.118665,Low,500,5,0.2,Small Van,853,11.16,Urban,0.2,199,0.82,2025-03-23 15:04:43,False,Low,Perishable,0.0,Snow,South America
ID_1327,636,27.81,-70.287142,-49.471724,19.69072,9.585636,Medium,5000,50,1.0,Large Truck,372,4.37,Rural,1.0,284,0.23,2025-03-13 00:13:59,False,Medium,Standard,21.13,Snow,Europe
ID_1328,2632,31.99,-49.901037,-89.56268,-86.609066,-58.758344,Low,10000,80,1.5,Plane,11,0.22,Mountainous,1.5,61,0.31,2025-03-24 15:05:47,False,Medium,Fragile,0.0,Clear,Asia
ID_1329,378,17.75,5.480312,170.984596,-64.815831,7.410427,Low,500,5,0.2,Small Van,167,3.93,Highway,0.2,169,0.35,2025-02-27 08:31:40,False,Low,Perishable,0.0,Wind,South America
ID_1330,1895,18.19,-24.246063,161.502875,28.135084,-155.990272,Medium,5000,50,1.0,Large Truck,216,5.37,Rural,1.0,282,0.75,2025-03-20 00:24:11,True,Low,Perishable,0.0,Wind,Asia
ID_1331,2862,25.76,78.760756,-141.832371,-14.348767,-91.910675,High,2000,20,0.5,Medium Truck,764,9.72,Urban,0.5,298,0.91,2025-03-29 18:06:23,False,Low,Standard,0.0,Rain,Asia
ID_1332,1730,41.95,-37.343601,5.887345,-72.241743,173.588459,High,500,5,0.2,Small Van,228,2.87,Intercontinental,0.2,148,0.52,2025-03-25 20:30:55,True,Medium,Fragile,62.37,Clear,Asia
ID_1333,2225,25.08,-36.917811,-127.194692,-21.332735,-49.747025,Medium,10000,80,1.5,Plane,617,6.84,Intercontinental,1.5,129,0.53,2025-03-15 02:03:39,True,High,Fragile,0.0,Rain,Asia
ID_1334,2687,23.74,-8.944205,0.931287,14.268873,173.050569,High,2000,20,0.5,Medium Truck,67,1.59,Intercontinental,0.5,170,0.74,2025-04-03 02:56:26,False,Medium,Perishable,77.16,Fog,South America
ID_1335,2758,44.44,-39.497765,-12.234438,-9.606932,-63.734123,Medium,500,5,0.2,Small Van,518,8.8,Mountainous,0.2,210,0.83,2025-03-04 12:12:30,True,Low,Standard,0.0,Wind,North America
ID_1336,172,42.17,44.810454,-13.403193,-78.064396,29.946789,Medium,20000,150,0.15,Ship,319,5.13,Intercontinental,0.15,204,0.25,2025-03-24 05:13:55,False,High,Perishable,36.81,Snow,Australia
ID_1337,2106,22.22,-53.034656,-171.772509,-62.000172,-173.918095,Medium,20000,150,0.15,Ship,418,5.17,Intercontinental,0.15,70,0.32,2025-03-03 10:26:19,True,Low,Standard,0.0,Snow,Africa
ID_1338,371,27.4,55.310423,-144.083418,77.111698,52.93465,Low,10000,80,1.5,Plane,533,6.2,Urban,1.5,214,0.51,2025-04-03 06:21:07,True,Low,Perishable,0.0,Fog,Australia
ID_1339,2939,38.05,83.830327,-166.806745,-68.684095,-16.314626,High,2000,20,0.5,Medium Truck,578,11.88,Intercontinental,0.5,173,0.82,2025-03-21 12:52:00,True,High,Perishable,60.91,Fog,Asia
ID_1340,1254,30.41,-8.258145,-163.360739,38.492661,-164.074061,Medium,5000,50,1.0,Large Truck,892,12.54,Mountainous,1.0,167,0.61,2025-03-30 02:18:07,True,High,Perishable,0.0,Fog,Australia
ID_1341,2004,22.17,43.152314,95.739177,61.175582,56.95206,High,500,5,0.2,Small Van,707,7.8,Urban,0.2,132,0.46,2025-03-10 03:05:11,False,Low,Fragile,0.0,Snow,North America
ID_1342,2646,4.77,-3.880594,37.261477,67.891338,-99.848274,Medium,5000,50,1.0,Large Truck,531,7.35,Highway,1.0,117,0.24,2025-02-27 18:11:59,True,Medium,Fragile,0.0,Fog,South America
ID_1343,2678,46.0,-71.567509,-125.141621,-49.172089,53.343571,Medium,500,5,0.2,Small Van,126,2.12,Mountainous,0.2,100,0.52,2025-03-31 02:07:25,False,Low,Standard,0.0,Clear,North America
ID_1344,163,29.18,-11.176095,134.176142,21.223831,13.581663,High,2000,20,0.5,Medium Truck,375,5.72,Highway,0.5,213,0.98,2025-03-08 20:21:50,False,Medium,Perishable,0.0,Snow,Australia
ID_1345,959,40.99,-13.813481,128.24092,81.680192,113.18527,High,20000,150,0.15,Ship,336,4.88,Intercontinental,0.15,105,0.95,2025-03-31 11:49:45,False,Low,Standard,0.0,Rain,North America
ID_1346,1464,29.16,-0.320497,-16.917833,75.059369,36.511186,Low,2000,20,0.5,Medium Truck,531,8.35,Urban,0.5,219,0.55,2025-03-21 20:11:04,True,Low,Fragile,0.0,Rain,North America
ID_1347,373,16.64,-23.708023,73.879478,-35.22604,-121.07613,High,2000,20,0.5,Medium Truck,885,8.89,Mountainous,0.5,94,0.44,2025-03-12 18:38:58,True,Low,Perishable,0.0,Snow,Africa
ID_1348,1023,29.2,53.477455,-171.372243,-6.018522,-105.370578,Medium,20000,150,0.15,Ship,408,8.06,Highway,0.15,266,0.58,2025-02-28 14:46:35,False,Low,Standard,0.0,Wind,Africa
ID_1349,2673,4.21,22.88008,-83.615482,77.740427,154.471611,High,20000,150,0.15,Ship,23,0.24,Highway,0.15,66,0.55,2025-03-02 17:10:12,True,Low,Standard,0.0,Wind,Europe
ID_1350,304,32.31,79.702547,140.846521,-72.201263,103.58483,Medium,5000,50,1.0,Large Truck,732,9.7,Urban,1.0,220,0.58,2025-04-03 08:28:17,True,Low,Perishable,43.02,Rain,Africa
ID_1351,2954,42.99,6.482617,-76.098412,24.645946,-93.108949,High,500,5,0.2,Small Van,965,11.36,Highway,0.2,257,0.32,2025-03-22 14:20:02,False,Low,Fragile,0.0,Rain,Africa
ID_1352,1554,22.68,-67.839429,88.651759,88.190582,-31.009342,High,500,5,0.2,Small Van,947,17.4,Mountainous,0.2,85,1.0,2025-03-03 02:51:12,True,High,Fragile,0.0,Rain,Asia
ID_1353,2523,29.46,-82.868791,143.871975,-52.423781,-22.421476,Medium,10000,80,1.5,Plane,376,4.88,Mountainous,1.5,106,0.91,2025-02-23 11:03:37,True,Medium,Perishable,0.0,Snow,Europe
ID_1354,2613,15.29,56.565444,-136.692854,-37.122176,42.041304,High,2000,20,0.5,Medium Truck,478,8.21,Urban,0.5,248,0.89,2025-03-13 20:59:08,False,Medium,Perishable,0.0,Fog,South America
ID_1355,460,27.52,-45.660079,90.578845,-21.670191,-156.065626,Low,5000,50,1.0,Large Truck,925,12.05,Mountainous,1.0,238,0.92,2025-03-10 22:23:03,False,Low,Fragile,0.0,Rain,North America
ID_1356,2817,21.99,63.145415,-85.42505,-73.317321,38.828143,High,2000,20,0.5,Medium Truck,341,8.49,Intercontinental,0.5,287,0.89,2025-03-03 08:41:02,False,Medium,Fragile,0.0,Rain,Asia
ID_1357,1191,46.28,-43.952763,17.757539,-3.399995,-114.995542,Low,2000,20,0.5,Medium Truck,783,14.37,Mountainous,0.5,196,0.2,2025-03-06 00:12:35,True,Medium,Perishable,0.0,Clear,Europe
ID_1358,2822,24.16,14.446736,-108.729702,-25.63234,-138.795585,Low,10000,80,1.5,Plane,613,6.85,Mountainous,1.5,167,0.62,2025-03-05 01:10:38,True,High,Standard,0.0,Clear,Europe
ID_1359,1329,14.34,-10.653794,54.227337,-13.513342,4.979801,High,10000,80,1.5,Plane,71,1.54,Urban,1.5,255,0.5,2025-03-28 11:58:33,False,High,Fragile,0.0,Wind,Africa
ID_1360,1339,4.7,-78.313875,-97.617615,-3.351405,-31.480993,Low,500,5,0.2,Small Van,827,11.34,Mountainous,0.2,291,0.84,2025-03-21 07:38:22,False,High,Fragile,0.0,Wind,North America
ID_1361,1670,31.58,-32.38497,-71.570772,-30.479673,-16.509053,High,20000,150,0.15,Ship,156,1.7,Urban,0.15,214,0.64,2025-04-03 13:54:43,True,High,Standard,0.0,Snow,Australia
ID_1362,2904,37.18,-87.797272,-168.033466,-56.756487,-160.47726,Low,20000,150,0.15,Ship,941,11.51,Highway,0.15,273,0.47,2025-03-27 11:00:29,False,High,Fragile,0.0,Clear,South America
ID_1363,1194,39.43,-85.084471,-32.811242,-83.399727,-66.586646,Medium,5000,50,1.0,Large Truck,29,0.63,Rural,1.0,239,0.67,2025-04-05 10:07:29,False,Medium,Fragile,0.0,Rain,North America
ID_1364,2137,7.12,-65.57698,-130.813173,-83.275514,176.836968,High,10000,80,1.5,Plane,58,0.93,Rural,1.5,83,0.35,2025-03-01 11:10:22,True,High,Standard,0.0,Clear,Australia
ID_1365,476,37.93,-43.915323,-69.570976,-49.747111,-143.62965,High,2000,20,0.5,Medium Truck,988,10.04,Mountainous,0.5,143,0.35,2025-04-02 08:21:51,True,High,Fragile,0.0,Wind,North America
ID_1366,1384,41.64,-15.890321,-78.009036,-67.276725,-70.45946,Low,20000,150,0.15,Ship,634,9.52,Highway,0.15,126,0.82,2025-04-02 04:13:17,True,High,Perishable,0.0,Fog,Europe
ID_1367,801,13.45,44.17616,82.685701,15.001785,-51.620673,Medium,20000,150,0.15,Ship,293,3.68,Rural,0.15,212,0.74,2025-03-21 09:13:00,False,High,Standard,0.0,Rain,Asia
ID_1368,1667,41.76,-73.419271,67.80883,89.510186,173.461126,Medium,5000,50,1.0,Large Truck,283,4.09,Urban,1.0,258,0.47,2025-03-13 14:44:01,True,Medium,Fragile,60.87,Wind,Europe
ID_1369,1715,15.08,-42.011813,101.792259,-23.494696,-90.283106,Low,5000,50,1.0,Large Truck,806,8.1,Mountainous,1.0,90,0.43,2025-03-07 19:44:55,False,Medium,Standard,0.0,Rain,Asia
ID_1370,863,28.1,35.77358,71.895499,-16.610016,94.280156,Low,10000,80,1.5,Plane,167,2.91,Rural,1.5,277,0.47,2025-03-29 00:03:02,False,Medium,Standard,0.0,Clear,Europe
ID_1371,1954,4.18,25.371654,130.828064,35.611586,-29.394817,High,10000,80,1.5,Plane,227,2.35,Highway,1.5,288,0.38,2025-03-08 14:11:07,False,Low,Perishable,0.0,Fog,Europe
ID_1372,2749,28.93,-15.667419,-143.543486,41.531231,-127.038605,Low,20000,150,0.15,Ship,633,7.44,Intercontinental,0.15,201,0.71,2025-03-31 12:27:07,True,Medium,Fragile,0.0,Rain,South America
ID_1373,2058,4.26,-19.142743,101.380153,28.040163,70.069753,High,500,5,0.2,Small Van,495,10.35,Rural,0.2,112,0.22,2025-02-25 12:54:32,False,Low,Fragile,0.0,Clear,Australia
ID_1374,1131,26.86,-13.749788,-6.489519,9.70028,76.168261,Low,2000,20,0.5,Medium Truck,222,4.72,Intercontinental,0.5,148,0.79,2025-02-28 14:57:22,False,Medium,Fragile,0.0,Wind,North America
ID_1375,1820,19.9,-31.803348,-79.930384,-64.053029,28.134946,Low,2000,20,0.5,Medium Truck,362,4.26,Highway,0.5,149,0.87,2025-03-04 15:13:32,True,Low,Fragile,0.0,Wind,Europe
ID_1376,2592,44.97,-87.957331,-37.651821,13.078339,2.025759,Low,500,5,0.2,Small Van,729,7.7,Mountainous,0.2,220,0.29,2025-03-29 13:29:08,False,Low,Perishable,0.0,Fog,Africa
ID_1377,2763,1.38,32.747047,18.253412,-50.678853,-100.55749,High,500,5,0.2,Small Van,183,3.0,Urban,0.2,76,0.96,2025-04-01 05:16:34,True,High,Perishable,0.0,Rain,Asia
ID_1378,2474,13.68,15.318212,94.110699,-75.365312,-98.488292,Medium,5000,50,1.0,Large Truck,863,12.52,Mountainous,1.0,105,0.58,2025-04-02 12:26:33,True,Low,Perishable,0.0,Clear,Africa
ID_1379,196,41.29,8.189153,68.88792,-74.050037,-157.652516,High,20000,150,0.15,Ship,85,0.85,Urban,0.15,176,0.68,2025-03-21 02:31:34,True,High,Perishable,0.0,Snow,Europe
ID_1380,2690,35.55,29.325019,-150.106328,-85.51525,125.43148,Low,2000,20,0.5,Medium Truck,552,7.49,Rural,0.5,278,0.93,2025-03-14 22:21:24,False,High,Perishable,99.94,Clear,Africa
ID_1381,2476,2.07,-37.443947,-136.082196,62.21378,-107.794013,Low,5000,50,1.0,Large Truck,71,1.35,Rural,1.0,127,0.64,2025-03-04 06:19:57,True,Medium,Fragile,0.0,Wind,Africa
ID_1382,403,24.33,79.058053,33.004185,-53.026398,15.676268,High,500,5,0.2,Small Van,885,10.78,Urban,0.2,132,0.83,2025-02-26 20:55:30,False,High,Fragile,82.62,Clear,Australia
ID_1383,2802,15.54,62.567258,-174.159417,-65.635423,146.2364,Low,500,5,0.2,Small Van,578,6.55,Intercontinental,0.2,91,0.98,2025-02-26 23:05:08,False,High,Fragile,0.0,Wind,Africa
ID_1384,2598,15.02,-65.390861,-5.551604,35.496069,98.138541,Low,2000,20,0.5,Medium Truck,387,5.57,Intercontinental,0.5,298,0.55,2025-03-08 23:26:30,False,High,Standard,0.0,Wind,Asia
ID_1385,163,45.91,-0.122935,41.279832,-69.984225,174.914433,High,10000,80,1.5,Plane,131,2.15,Rural,1.5,123,0.34,2025-02-25 00:02:23,True,Low,Fragile,0.0,Clear,North America
ID_1386,902,16.64,-16.026364,58.8454,83.846116,-113.203403,High,20000,150,0.15,Ship,355,7.1,Highway,0.15,190,0.4,2025-03-10 08:46:33,True,Low,Perishable,0.0,Clear,Europe
ID_1387,579,31.69,-39.060773,79.439016,-78.299176,74.731215,Low,10000,80,1.5,Plane,543,7.59,Highway,1.5,202,0.76,2025-03-12 02:23:04,False,Medium,Standard,0.0,Snow,North America
ID_1388,2345,49.1,17.619172,173.218196,-84.487408,-141.851919,Low,5000,50,1.0,Large Truck,223,3.6,Mountainous,1.0,160,0.56,2025-04-01 11:01:52,False,High,Fragile,0.0,Clear,Africa
ID_1389,649,19.55,-66.011574,55.227653,-17.08315,-170.679481,Medium,500,5,0.2,Small Van,94,1.63,Urban,0.2,171,0.22,2025-03-26 10:06:34,False,High,Fragile,0.0,Fog,Asia
ID_1390,2665,47.79,-14.223724,-115.188257,-82.705454,72.156128,Medium,500,5,0.2,Small Van,428,5.9,Mountainous,0.2,274,0.2,2025-02-25 12:58:59,False,High,Perishable,0.0,Rain,Africa
ID_1391,1942,20.44,-55.408684,79.241416,-68.091368,133.265385,Low,2000,20,0.5,Medium Truck,161,3.17,Intercontinental,0.5,85,0.38,2025-03-21 16:06:50,True,Medium,Fragile,0.0,Wind,North America
ID_1392,1939,16.4,-62.00196,-110.662284,89.986271,32.779898,Medium,500,5,0.2,Small Van,753,8.85,Urban,0.2,50,0.42,2025-03-07 16:27:54,False,Low,Fragile,0.0,Clear,Europe
ID_1393,482,46.81,-27.534731,-169.307549,63.53891,98.749198,High,5000,50,1.0,Large Truck,959,19.68,Mountainous,1.0,297,0.82,2025-03-31 20:52:17,True,High,Perishable,0.0,Snow,Australia
ID_1394,2289,49.03,17.783092,-12.829946,-46.752464,-134.054728,Low,500,5,0.2,Small Van,114,1.47,Highway,0.2,267,0.26,2025-03-29 06:08:00,False,High,Perishable,0.0,Snow,Asia
ID_1395,2101,38.07,-72.790753,56.083138,-38.175982,20.041263,Medium,5000,50,1.0,Large Truck,573,13.58,Rural,1.0,237,0.91,2025-02-26 19:17:05,True,High,Perishable,0.0,Snow,South America
ID_1396,2300,32.16,84.252186,62.52789,-49.077991,20.992015,High,2000,20,0.5,Medium Truck,752,7.98,Intercontinental,0.5,74,0.38,2025-03-16 06:17:04,False,High,Standard,0.0,Wind,Asia
ID_1397,1316,40.73,9.458927,164.81579,74.693983,102.329223,Low,10000,80,1.5,Plane,567,6.63,Urban,1.5,128,0.76,2025-03-03 17:37:20,True,Medium,Standard,0.0,Fog,North America
ID_1398,2621,2.54,-36.353283,141.790721,3.567942,108.360948,Medium,500,5,0.2,Small Van,407,6.8,Urban,0.2,146,0.25,2025-03-16 23:50:11,True,High,Perishable,0.0,Snow,Africa
ID_1399,187,4.24,-32.697469,-20.10263,-73.217984,-99.838545,Low,10000,80,1.5,Plane,69,1.43,Intercontinental,1.5,67,0.44,2025-03-05 08:30:44,True,Low,Perishable,0.0,Fog,Asia
ID_1400,2524,8.12,20.316531,-36.802919,-41.516415,-14.460487,Medium,2000,20,0.5,Medium Truck,554,9.73,Urban,0.5,132,0.84,2025-03-03 14:50:29,True,Low,Fragile,33.93,Snow,Africa
ID_1401,29,38.36,-40.696801,-16.427088,-67.316574,-140.180063,Medium,5000,50,1.0,Large Truck,624,13.42,Mountainous,1.0,113,0.95,2025-03-20 15:04:38,False,Medium,Perishable,0.0,Wind,Africa
ID_1402,1583,8.79,-0.182242,111.237389,-87.309665,-80.08185,Medium,20000,150,0.15,Ship,236,2.97,Rural,0.15,65,0.39,2025-03-24 19:16:51,False,Low,Standard,0.0,Snow,North America
ID_1403,752,46.55,62.698225,-64.022935,6.807664,111.754859,Low,20000,150,0.15,Ship,943,10.51,Urban,0.15,107,0.24,2025-03-24 01:14:35,False,Medium,Fragile,75.21,Wind,Europe
ID_1404,1822,7.98,-2.632871,162.460252,18.04298,118.519307,High,5000,50,1.0,Large Truck,959,11.13,Intercontinental,1.0,72,0.53,2025-02-28 11:09:18,False,Low,Fragile,0.0,Wind,North America
ID_1405,1673,19.18,-52.215109,129.037634,60.158307,-37.36257,High,5000,50,1.0,Large Truck,134,1.48,Rural,1.0,242,0.23,2025-03-23 03:25:10,True,Low,Fragile,0.0,Snow,South America
ID_1406,767,7.65,-14.762367,61.712795,-81.225191,27.523521,Low,2000,20,0.5,Medium Truck,511,6.7,Rural,0.5,104,0.5,2025-02-26 18:59:37,True,High,Fragile,0.0,Clear,North America
ID_1407,2912,29.13,-28.513509,-144.197994,-63.679519,123.007085,Medium,5000,50,1.0,Large Truck,767,12.35,Intercontinental,1.0,229,0.59,2025-03-23 18:57:11,False,High,Standard,0.0,Wind,South America
ID_1408,939,0.12,52.905927,-56.113664,54.684258,-101.809726,Low,2000,20,0.5,Medium Truck,486,5.12,Mountainous,0.5,71,0.97,2025-03-20 14:57:28,True,Medium,Perishable,0.0,Fog,South America
ID_1409,1189,41.91,-10.09118,101.65368,-68.711448,-73.544999,Medium,2000,20,0.5,Medium Truck,952,21.24,Urban,0.5,223,0.69,2025-03-16 14:07:19,False,Medium,Perishable,0.0,Snow,Australia
ID_1410,1421,8.92,-5.232348,142.679073,-14.743714,-134.992219,Low,2000,20,0.5,Medium Truck,498,6.84,Highway,0.5,191,0.27,2025-03-14 10:10:55,True,Low,Standard,0.0,Clear,North America
ID_1411,550,12.37,31.531038,-39.315027,22.691445,64.710958,Medium,500,5,0.2,Small Van,657,10.01,Mountainous,0.2,148,0.7,2025-03-10 22:54:07,True,High,Fragile,0.0,Fog,South America
ID_1412,2218,17.85,-62.043775,132.841691,-21.860857,48.873208,Low,5000,50,1.0,Large Truck,235,2.48,Mountainous,1.0,215,0.61,2025-02-26 17:52:11,True,Medium,Fragile,0.0,Wind,North America
ID_1413,798,1.18,-84.794759,88.724755,-8.359943,-58.805261,High,10000,80,1.5,Plane,904,16.56,Rural,1.5,242,0.63,2025-03-28 12:39:11,True,High,Fragile,0.0,Snow,Europe
ID_1414,2708,31.36,63.262207,-43.203809,-52.43548,169.523564,Low,5000,50,1.0,Large Truck,216,2.45,Intercontinental,1.0,76,0.59,2025-03-18 19:13:04,False,Medium,Standard,0.0,Snow,Africa
ID_1415,2155,7.06,-73.035436,100.419565,30.11381,-169.07981,Medium,5000,50,1.0,Large Truck,309,6.05,Mountainous,1.0,91,0.76,2025-03-16 06:50:52,True,Medium,Fragile,59.03,Snow,South America
ID_1416,1424,11.11,55.403731,-90.39343,81.032806,-48.444689,Medium,5000,50,1.0,Large Truck,490,4.97,Intercontinental,1.0,288,0.8,2025-03-07 07:22:43,False,Low,Perishable,0.0,Rain,Europe
ID_1417,1151,40.73,13.996137,74.936806,59.482975,-172.19512,Medium,2000,20,0.5,Medium Truck,602,12.6,Mountainous,0.5,130,0.2,2025-03-22 05:24:53,False,Medium,Perishable,0.0,Snow,South America
ID_1418,595,40.94,-80.237408,-28.187488,-67.252799,-18.968373,Medium,20000,150,0.15,Ship,767,12.96,Rural,0.15,95,0.68,2025-02-23 17:37:51,False,Low,Fragile,0.0,Snow,North America
